OrderID,LineNumber,OrderDate,PromisedDate,ShipDate,CustomerID,SKU,WarehouseID,QtyOrdered,QtyShipped,UnitPrice,DiscountPct
700012,3,02/01/2026,06/01/2026,05/01/2026,CUST-116,SKU-1011,WH-03,50,50,39.0,0.1
700013,1,05/01/2026,09/01/2026,08/01/2026,CUST-151,SKU-1012,WH-03,150,150,54.11,0
700013,2,05/01/2026,09/01/2026,08/01/2026,CUST-151,SKU-1020,WH-03,10,9,72.1,0.1
700013,3,05/01/2026,09/01/2026,08/01/2026,CUST-151,SKU-1014,WH-03,50,50,100.88,0
700014,1,05/01/2026,12/01/2026,12/01/2026,CUST-157,SKU-1008,WH-01,75,30,12.26,0
700014,2,05/01/2026,12/01/2026,12/01/2026,CUST-157,SKU-1015,WH-01,25,25,27.45,0.05
700014,3,05/01/2026,12/01/2026,12/01/2026,CUST-157,SKU-1017,WH-01,25,25,44.62,0.05
700015,1,05/01/2026,10/01/2026,15/01/2026,CUST-121,SKU-1024,WH-02,25,25,68.06,0.125
700016,1,05/01/2026,07/01/2026,06/01/2026,CUST-143,SKU-1019,WH-02,75,75,68.25,0.125
700016,2,05/01/2026,07/01/2026,06/01/2026,CUST-143,SKU-1019,WH-02,75,75,68.25,0
700016,3,05/01/2026,07/01/2026,06/01/2026,CUST-143,SKU-1008,WH-02,100,100,12.26,0.1
700017,1,05/01/2026,08/01/2026,07/01/2026,CUST-145,SKU-1021,WH-03,200,200,50.68,0.05
700017,2,05/01/2026,08/01/2026,07/01/2026,CUST-145,SKU-1003,WH-03,100,100,52.5,0
700018,1,06/01/2026,10/01/2026,12/01/2026,CUST-128,SKU-1005,WH-01,50,50,77.98,0.05
700019,1,06/01/2026,10/01/2026,09/01/2026,CUST-111,SKU-1023,WH-02,25,22,19.51,0.05
700019,2,06/01/2026,10/01/2026,09/01/2026,CUST-111,SKU-1023,WH-02,75,75,19.51,0.125
700019,3,06/01/2026,10/01/2026,09/01/2026,CUST-111,SKU-1005,WH-02,100,100,77.98,0
700020,1,06/01/2026,13/01/2026,12/01/2026,CUST-120,SKU-1008,WH-04,10,10,12.26,0
700021,1,06/01/2026,11/01/2026,10/01/2026,CUST-143,SKU-1018,WH-02,20,20,66.93,0.125
700021,2,06/01/2026,11/01/2026,10/01/2026,CUST-143,SKU-1010,WH-02,150,150,75.49,0.05
700021,3,06/01/2026,11/01/2026,10/01/2026,CUST-143,SKU-1024,WH-02,150,60,68.06,0.125
700022,1,06/01/2026,10/01/2026,12/01/2026,CUST-111,SKU-1019,WH-02,100,100,68.25,0
700023,1,06/01/2026,13/01/2026,13/01/2026,CUST-121,SKU-1020,WH-04,25,25,72.1,0
700023,2,06/01/2026,13/01/2026,13/01/2026,CUST-121,SKU-1003,WH-04,200,200,52.5,0.1
700023,3,06/01/2026,13/01/2026,13/01/2026,CUST-121,SKU-1001,WH-04,200,200,59.63,0.1
700024,1,06/01/2026,13/01/2026,18/01/2026,CUST-122,SKU-1002,WH-01,25,25,54.08,0.05
700024,2,06/01/2026,13/01/2026,18/01/2026,CUST-122,SKU-1018,WH-01,200,200,66.93,0
700024,3,06/01/2026,13/01/2026,18/01/2026,CUST-122,SKU-1011,WH-01,10,10,39.0,0
700024,4,06/01/2026,13/01/2026,18/01/2026,CUST-122,SKU-1012,WH-01,200,200,54.11,0
700025,1,06/01/2026,08/01/2026,10/01/2026,CUST-106,SKU-1013,WH-01,200,200,75.26,0.125
700025,2,06/01/2026,08/01/2026,10/01/2026,CUST-106,SKU-1024,WH-01,150,150,68.06,0
700025,3,06/01/2026,08/01/2026,10/01/2026,CUST-106,SKU-1017,WH-01,20,20,44.62,0.05
700025,4,06/01/2026,08/01/2026,10/01/2026,CUST-106,SKU-1018,WH-01,25,25,66.93,0
700026,1,06/01/2026,09/01/2026,08/01/2026,CUST-133,SKU-1021,WH-02,75,75,50.68,0.125
700026,2,06/01/2026,09/01/2026,08/01/2026,CUST-133,SKU-1009,WH-02,50,50,32.15,0
700026,3,06/01/2026,09/01/2026,08/01/2026,CUST-133,SKU-1015,WH-02,200,200,27.45,0.1
700027,1,07/01/2026,10/01/2026,11/01/2026,CUST-139,SKU-1001,WH-03,150,150,59.63,0.125
700027,2,07/01/2026,10/01/2026,11/01/2026,CUST-139,SKU-1021,WH-03,200,200,50.68,0
700028,1,07/01/2026,12/01/2026,11/01/2026,CUST-156,SKU-1009,WH-01,100,100,32.15,0.05
700028,2,07/01/2026,12/01/2026,11/01/2026,CUST-156,SKU-1011,WH-01,25,25,39.0,0.125
700029,1,07/01/2026,12/01/2026,11/01/2026,CUST-140,SKU-1023,WH-03,150,90,19.51,0
700029,2,07/01/2026,12/01/2026,11/01/2026,CUST-140,SKU-1024,WH-03,10,10,68.06,0
700030,1,07/01/2026,09/01/2026,09/01/2026,CUST-143,SKU-1007,WH-02,100,100,66.6,0.125
700031,1,07/01/2026,09/01/2026,09/01/2026,CUST-141,SKU-1021,WH-03,200,160,50.68,0.1
700031,2,07/01/2026,09/01/2026,09/01/2026,CUST-141,SKU-1024,WH-03,20,20,68.06,0.1
700031,3,07/01/2026,09/01/2026,09/01/2026,CUST-141,SKU-1018,WH-03,25,25,66.93,0
700031,4,07/01/2026,09/01/2026,09/01/2026,CUST-141,SKU-1022,WH-03,75,75,11.23,0.1
700032,1,07/01/2026,09/01/2026,14/01/2026,CUST-143,SKU-1007,WH-01,20,20,66.6,0
700032,2,07/01/2026,09/01/2026,14/01/2026,CUST-143,SKU-1021,WH-01,100,100,50.68,0
700032,3,07/01/2026,09/01/2026,14/01/2026,CUST-143,SKU-1001,WH-01,150,150,59.63,0
700032,4,07/01/2026,09/01/2026,14/01/2026,CUST-143,SKU-1017,WH-01,150,135,44.62,0
700033,1,08/01/2026,11/01/2026,13/01/2026,CUST-159,SKU-1017,WH-02,100,100,44.62,0
700033,2,08/01/2026,11/01/2026,13/01/2026,CUST-159,SKU-1011,WH-02,200,200,39.0,0
700033,3,08/01/2026,11/01/2026,13/01/2026,CUST-159,SKU-1014,WH-02,100,100,100.88,0
700034,1,08/01/2026,11/01/2026,11/01/2026,CUST-128,SKU-1009,WH-01,100,100,32.15,0
700034,2,08/01/2026,11/01/2026,11/01/2026,CUST-128,SKU-1001,WH-01,100,40,59.63,0
700034,3,08/01/2026,11/01/2026,11/01/2026,CUST-128,SKU-1009,WH-01,10,8,32.15,0
700034,4,08/01/2026,11/01/2026,11/01/2026,CUST-128,SKU-1001,WH-01,75,75,59.63,0
700035,1,08/01/2026,13/01/2026,12/01/2026,CUST-106,SKU-1012,WH-02,200,200,54.11,0.1
700035,2,08/01/2026,13/01/2026,12/01/2026,CUST-106,SKU-1004,WH-02,100,100,44.52,0
700036,1,08/01/2026,10/01/2026,10/01/2026,CUST-158,SKU-1018,WH-01,10,10,66.93,0.1
700036,2,08/01/2026,10/01/2026,10/01/2026,CUST-158,SKU-1003,WH-01,150,150,52.5,0.05
700036,3,08/01/2026,10/01/2026,10/01/2026,CUST-158,SKU-1013,WH-01,75,75,75.26,0
700036,4,08/01/2026,10/01/2026,10/01/2026,CUST-158,SKU-1008,WH-01,25,25,12.26,0.1
700037,1,08/01/2026,12/01/2026,11/01/2026,CUST-110,SKU-1007,WH-01,10,8,66.6,0
700038,1,09/01/2026,12/01/2026,12/01/2026,CUST-130,SKU-1014,WH-04,10,10,100.88,0.125
700038,2,09/01/2026,12/01/2026,12/01/2026,CUST-130,SKU-1009,WH-04,200,200,32.15,0.125
700038,3,09/01/2026,12/01/2026,12/01/2026,CUST-130,SKU-1006,WH-04,150,150,54.97,0.1
700039,1,09/01/2026,11/01/2026,12/01/2026,CUST-112,SKU-1024,WH-03,25,25,68.06,0
700040,1,09/01/2026,13/01/2026,14/01/2026,CUST-156,SKU-1023,WH-02,50,50,19.51,0
700041,1,09/01/2026,12/01/2026,14/01/2026,CUST-152,SKU-1003,WH-01,10,10,52.5,0
700041,2,09/01/2026,12/01/2026,14/01/2026,CUST-152,SKU-1022,WH-01,10,10,11.23,0.1
700042,1,09/01/2026,11/01/2026,11/01/2026,CUST-117,SKU-1009,WH-01,20,20,32.15,0.1
700042,2,09/01/2026,11/01/2026,11/01/2026,CUST-117,SKU-1020,WH-01,25,22,72.1,0.05
700042,3,09/01/2026,11/01/2026,11/01/2026,CUST-117,SKU-1001,WH-01,150,120,59.63,0
700043,1,09/01/2026,16/01/2026,16/01/2026,CUST-144,SKU-1023,WH-02,150,150,19.51,0.125
700044,1,09/01/2026,14/01/2026,13/01/2026,CUST-131,SKU-1014,WH-02,10,10,100.88,0.05
700044,2,09/01/2026,14/01/2026,13/01/2026,CUST-131,SKU-1020,WH-02,10,10,72.1,0.1
700044,3,09/01/2026,14/01/2026,13/01/2026,CUST-131,SKU-1001,WH-02,100,100,59.63,0
700045,1,09/01/2026,14/01/2026,13/01/2026,CUST-115,SKU-1012,WH-02,200,180,54.11,0
700045,2,09/01/2026,14/01/2026,13/01/2026,CUST-115,SKU-1001,WH-02,200,200,59.63,0
700045,3,09/01/2026,14/01/2026,13/01/2026,CUST-115,SKU-1002,WH-02,20,16,54.08,0
700045,4,09/01/2026,14/01/2026,13/01/2026,CUST-115,SKU-1018,WH-02,20,20,66.93,0
700046,1,12/01/2026,19/01/2026,18/01/2026,CUST-142,SKU-1005,WH-04,150,150,77.98,0.05
700046,2,12/01/2026,19/01/2026,18/01/2026,CUST-142,SKU-1017,WH-04,200,200,44.62,0.1
700046,3,12/01/2026,19/01/2026,18/01/2026,CUST-142,SKU-1008,WH-04,100,60,12.26,0
700046,4,12/01/2026,19/01/2026,18/01/2026,CUST-142,SKU-1003,WH-04,200,200,52.5,0.05
700047,1,12/01/2026,19/01/2026,18/01/2026,CUST-141,SKU-1003,WH-02,50,50,52.5,0.05
700047,2,12/01/2026,19/01/2026,18/01/2026,CUST-141,SKU-1006,WH-02,100,80,54.97,0.1
700047,3,12/01/2026,19/01/2026,18/01/2026,CUST-141,SKU-1005,WH-02,25,25,77.98,0
700048,1,12/01/2026,14/01/2026,13/01/2026,CUST-108,SKU-1020,WH-03,100,100,72.1,0
700048,2,12/01/2026,14/01/2026,13/01/2026,CUST-108,SKU-1014,WH-03,50,50,100.88,0.05
700048,3,12/01/2026,14/01/2026,13/01/2026,CUST-108,SKU-1016,WH-03,20,20,19.18,0
700049,1,12/01/2026,15/01/2026,14/01/2026,CUST-152,SKU-1009,WH-04,25,25,32.15,0
700049,2,12/01/2026,15/01/2026,14/01/2026,CUST-152,SKU-1001,WH-04,75,75,59.63,0
700049,3,12/01/2026,15/01/2026,14/01/2026,CUST-152,SKU-1024,WH-04,100,100,68.06,0
700049,4,12/01/2026,15/01/2026,14/01/2026,CUST-152,SKU-1002,WH-04,150,150,54.08,0
700050,1,12/01/2026,17/01/2026,16/01/2026,CUST-127,SKU-1009,WH-01,10,8,32.15,0.05
700050,2,12/01/2026,17/01/2026,16/01/2026,CUST-127,SKU-1017,WH-01,150,120,44.62,0
700050,3,12/01/2026,17/01/2026,16/01/2026,CUST-127,SKU-1003,WH-01,20,20,52.5,0.05
700051,1,12/01/2026,17/01/2026,19/01/2026,CUST-121,SKU-1010,WH-01,50,50,75.49,0
700051,2,12/01/2026,17/01/2026,19/01/2026,CUST-121,SKU-1024,WH-01,150,150,68.06,0.1
700051,3,12/01/2026,17/01/2026,19/01/2026,CUST-121,SKU-1002,WH-01,75,75,54.08,0
700052,1,13/01/2026,17/01/2026,22/01/2026,CUST-157,SKU-1022,WH-02,200,200,11.23,0
700052,2,13/01/2026,17/01/2026,22/01/2026,CUST-157,SKU-1014,WH-02,150,150,100.88,0
700052,3,13/01/2026,17/01/2026,22/01/2026,CUST-157,SKU-1013,WH-02,50,50,75.26,0.125
700053,1,13/01/2026,18/01/2026,23/01/2026,CUST-103,SKU-1008,WH-04,25,10,12.26,0
700053,2,13/01/2026,18/01/2026,23/01/2026,CUST-103,SKU-1020,WH-04,150,150,72.1,0.05
700053,3,13/01/2026,18/01/2026,23/01/2026,CUST-103,SKU-1018,WH-04,200,200,66.93,0
700054,1,13/01/2026,16/01/2026,15/01/2026,CUST-160,SKU-1014,WH-03,100,100,100.88,0.1
700054,2,13/01/2026,16/01/2026,15/01/2026,CUST-160,SKU-1008,WH-03,150,150,12.26,0.05
700054,3,13/01/2026,16/01/2026,15/01/2026,CUST-160,SKU-1022,WH-03,200,200,11.23,0.05
700054,4,13/01/2026,16/01/2026,15/01/2026,CUST-160,SKU-1018,WH-03,25,25,66.93,0
700055,1,13/01/2026,17/01/2026,16/01/2026,CUST-125,SKU-1010,WH-02,20,20,75.49,0.125
700055,2,13/01/2026,17/01/2026,16/01/2026,CUST-125,SKU-1005,WH-02,150,150,77.98,0.05
700055,3,13/01/2026,17/01/2026,16/01/2026,CUST-125,SKU-1016,WH-02,150,90,19.18,0.125
700055,4,13/01/2026,17/01/2026,16/01/2026,CUST-125,SKU-1022,WH-02,10,6,11.23,0.125
700056,1,13/01/2026,16/01/2026,15/01/2026,CUST-143,SKU-1007,WH-04,100,100,66.6,0
700056,2,13/01/2026,16/01/2026,15/01/2026,CUST-143,SKU-1024,WH-04,100,100,68.06,0.05
700057,1,13/01/2026,15/01/2026,14/01/2026,CUST-141,SKU-1015,WH-02,20,20,27.45,0
700057,2,13/01/2026,15/01/2026,14/01/2026,CUST-141,SKU-1012,WH-02,100,100,54.11,0
700057,3,13/01/2026,15/01/2026,14/01/2026,CUST-141,SKU-1003,WH-02,20,20,52.5,0
700057,4,13/01/2026,15/01/2026,14/01/2026,CUST-141,SKU-1016,WH-02,75,75,19.18,0
700058,1,13/01/2026,18/01/2026,20/01/2026,CUST-116,SKU-1021,WH-04,150,60,50.68,0.125
700058,2,13/01/2026,18/01/2026,20/01/2026,CUST-116,SKU-1022,WH-04,20,20,11.23,0.125
700058,3,13/01/2026,18/01/2026,20/01/2026,CUST-116,SKU-1008,WH-04,20,20,12.26,0.125
700059,1,14/01/2026,17/01/2026,16/01/2026,CUST-102,SKU-1004,WH-04,20,20,44.52,0.05
700059,2,14/01/2026,17/01/2026,16/01/2026,CUST-102,SKU-1003,WH-04,20,20,52.5,0.125
700059,3,14/01/2026,17/01/2026,16/01/2026,CUST-102,SKU-1019,WH-04,150,150,68.25,0.05
700059,4,14/01/2026,17/01/2026,16/01/2026,CUST-102,SKU-1012,WH-04,200,200,54.11,0.05
700060,1,14/01/2026,17/01/2026,17/01/2026,CUST-153,SKU-1002,WH-04,25,25,54.08,0.05
700061,1,14/01/2026,19/01/2026,19/01/2026,CUST-118,SKU-1013,WH-04,10,10,75.26,0
700061,2,14/01/2026,19/01/2026,19/01/2026,CUST-118,SKU-1003,WH-04,25,25,52.5,0
700061,3,14/01/2026,19/01/2026,19/01/2026,CUST-118,SKU-1011,WH-04,20,20,39.0,0.05
700062,1,14/01/2026,16/01/2026,16/01/2026,CUST-138,SKU-1019,WH-04,150,150,68.25,0.1
700062,2,14/01/2026,16/01/2026,16/01/2026,CUST-138,SKU-1008,WH-04,10,10,12.26,0.05
700062,3,14/01/2026,16/01/2026,16/01/2026,CUST-138,SKU-1009,WH-04,100,100,32.15,0.1
700063,1,14/01/2026,17/01/2026,17/01/2026,CUST-136,SKU-1003,WH-01,20,20,52.5,0
700063,2,14/01/2026,17/01/2026,17/01/2026,CUST-136,SKU-1023,WH-01,75,75,19.51,0
700063,3,14/01/2026,17/01/2026,17/01/2026,CUST-136,SKU-1009,WH-01,75,45,32.15,0
700063,4,14/01/2026,17/01/2026,17/01/2026,CUST-136,SKU-1015,WH-01,50,50,27.45,0.1
700064,1,15/01/2026,18/01/2026,23/01/2026,CUST-126,SKU-1005,WH-03,25,20,77.98,0
700064,2,15/01/2026,18/01/2026,23/01/2026,CUST-126,SKU-1019,WH-03,75,75,68.25,0.125
700065,1,15/01/2026,18/01/2026,17/01/2026,CUST-149,SKU-1004,WH-02,75,75,44.52,0.125
700065,2,15/01/2026,18/01/2026,17/01/2026,CUST-149,SKU-1012,WH-02,150,150,54.11,0.05
700065,3,15/01/2026,18/01/2026,17/01/2026,CUST-149,SKU-1018,WH-02,75,75,66.93,0.1
700065,4,15/01/2026,18/01/2026,17/01/2026,CUST-149,SKU-1009,WH-02,50,50,32.15,0.05
700066,1,15/01/2026,20/01/2026,19/01/2026,CUST-101,SKU-1001,WH-02,50,20,59.63,0.125
700066,2,15/01/2026,20/01/2026,19/01/2026,CUST-101,SKU-1004,WH-02,50,50,44.52,0
700067,1,15/01/2026,20/01/2026,21/01/2026,CUST-128,SKU-1003,WH-02,20,20,52.5,0
700067,2,15/01/2026,20/01/2026,21/01/2026,CUST-128,SKU-1013,WH-02,150,150,75.26,0
700067,3,15/01/2026,20/01/2026,21/01/2026,CUST-128,SKU-1003,WH-02,10,10,52.5,0.1
700067,4,15/01/2026,20/01/2026,21/01/2026,CUST-128,SKU-1001,WH-02,150,150,59.63,0
700068,1,16/01/2026,18/01/2026,18/01/2026,CUST-103,SKU-1007,WH-01,50,50,66.6,0
700068,2,16/01/2026,18/01/2026,18/01/2026,CUST-103,SKU-1011,WH-01,200,200,39.0,0.05
700068,3,16/01/2026,18/01/2026,18/01/2026,CUST-103,SKU-1017,WH-01,150,150,44.62,0.125
700069,1,16/01/2026,23/01/2026,23/01/2026,CUST-145,SKU-1018,WH-02,50,45,66.93,0.1
700069,2,16/01/2026,23/01/2026,23/01/2026,CUST-145,SKU-1001,WH-02,150,150,59.63,0.1
700069,3,16/01/2026,23/01/2026,23/01/2026,CUST-145,SKU-1011,WH-02,200,200,39.0,0.05
700070,1,16/01/2026,21/01/2026,20/01/2026,CUST-145,SKU-1020,WH-01,10,10,72.1,0
700071,1,16/01/2026,19/01/2026,19/01/2026,CUST-122,SKU-1012,WH-02,50,50,54.11,0.1
700071,2,16/01/2026,19/01/2026,19/01/2026,CUST-122,SKU-1024,WH-02,200,200,68.06,0.1
700072,1,16/01/2026,21/01/2026,20/01/2026,CUST-137,SKU-1004,WH-01,100,100,44.52,0
700072,2,16/01/2026,21/01/2026,20/01/2026,CUST-137,SKU-1018,WH-01,10,10,66.93,0
700072,3,16/01/2026,21/01/2026,20/01/2026,CUST-137,SKU-1014,WH-01,200,180,100.88,0
700072,4,16/01/2026,21/01/2026,20/01/2026,CUST-137,SKU-1014,WH-01,10,10,100.88,0
700073,1,16/01/2026,19/01/2026,20/01/2026,CUST-142,SKU-1011,WH-01,150,150,39.0,0.1
700073,2,16/01/2026,19/01/2026,20/01/2026,CUST-142,SKU-1006,WH-01,10,10,54.97,0.1
700073,3,16/01/2026,19/01/2026,20/01/2026,CUST-142,SKU-1004,WH-01,25,25,44.52,0
700073,4,16/01/2026,19/01/2026,20/01/2026,CUST-142,SKU-1012,WH-01,50,50,54.11,0
700074,1,16/01/2026,20/01/2026,21/01/2026,CUST-106,SKU-1007,WH-04,10,10,66.6,0.1
700074,2,16/01/2026,20/01/2026,21/01/2026,CUST-106,SKU-1010,WH-04,25,25,75.49,0.125
700074,3,16/01/2026,20/01/2026,21/01/2026,CUST-106,SKU-1012,WH-04,10,10,54.11,0
700074,4,16/01/2026,20/01/2026,21/01/2026,CUST-106,SKU-1024,WH-04,10,6,68.06,0
700075,1,19/01/2026,23/01/2026,24/01/2026,CUST-140,SKU-1007,WH-04,25,25,66.6,0
700075,2,19/01/2026,23/01/2026,24/01/2026,CUST-140,SKU-1009,WH-04,10,10,32.15,0
700075,3,19/01/2026,23/01/2026,24/01/2026,CUST-140,SKU-1012,WH-04,200,200,54.11,0
700076,1,19/01/2026,22/01/2026,22/01/2026,CUST-118,SKU-1002,WH-04,200,200,54.08,0.125
700077,1,19/01/2026,22/01/2026,21/01/2026,CUST-125,SKU-1001,WH-04,10,10,59.63,0.05
700077,2,19/01/2026,22/01/2026,21/01/2026,CUST-125,SKU-1018,WH-04,100,100,66.93,0.1
700077,3,19/01/2026,22/01/2026,21/01/2026,CUST-125,SKU-1013,WH-04,200,200,75.26,0.1
700078,1,19/01/2026,23/01/2026,22/01/2026,CUST-138,SKU-1024,WH-02,200,200,68.06,0
700078,2,19/01/2026,23/01/2026,22/01/2026,CUST-138,SKU-1017,WH-02,200,200,44.62,0
700078,3,19/01/2026,23/01/2026,22/01/2026,CUST-138,SKU-1008,WH-02,100,100,12.26,0
700079,1,20/01/2026,22/01/2026,22/01/2026,CUST-157,SKU-1019,WH-02,150,150,68.25,0.05
700079,2,20/01/2026,22/01/2026,22/01/2026,CUST-157,SKU-1023,WH-02,25,25,19.51,0.05
700079,3,20/01/2026,22/01/2026,22/01/2026,CUST-157,SKU-1016,WH-02,100,100,19.18,0
700079,4,20/01/2026,22/01/2026,22/01/2026,CUST-157,SKU-1015,WH-02,200,200,27.45,0.05
700080,1,20/01/2026,23/01/2026,23/01/2026,CUST-106,SKU-1022,WH-03,10,10,11.23,0
700080,2,20/01/2026,23/01/2026,23/01/2026,CUST-106,SKU-1009,WH-03,25,25,32.15,0
700081,1,20/01/2026,23/01/2026,24/01/2026,CUST-101,SKU-1013,WH-03,25,25,75.26,0
700082,1,20/01/2026,25/01/2026,30/01/2026,CUST-111,SKU-1012,WH-04,100,100,54.11,0
700082,2,20/01/2026,25/01/2026,30/01/2026,CUST-111,SKU-1001,WH-04,10,10,59.63,0.1
700082,3,20/01/2026,25/01/2026,30/01/2026,CUST-111,SKU-1004,WH-04,75,75,44.52,0.1
700082,4,20/01/2026,25/01/2026,30/01/2026,CUST-111,SKU-1013,WH-04,100,100,75.26,0.125
700083,1,20/01/2026,25/01/2026,24/01/2026,CUST-105,SKU-1017,WH-02,20,20,44.62,0.125
700083,2,20/01/2026,25/01/2026,24/01/2026,CUST-105,SKU-1004,WH-02,200,200,44.52,0
700083,3,20/01/2026,25/01/2026,24/01/2026,CUST-105,SKU-1006,WH-02,20,20,54.97,0.05
700083,4,20/01/2026,25/01/2026,24/01/2026,CUST-105,SKU-1023,WH-02,25,25,19.51,0
700084,1,20/01/2026,25/01/2026,24/01/2026,CUST-144,SKU-1016,WH-03,200,200,19.18,0.125
700084,2,20/01/2026,25/01/2026,24/01/2026,CUST-144,SKU-1021,WH-03,100,100,50.68,0
700085,1,20/01/2026,24/01/2026,23/01/2026,CUST-148,SKU-1004,WH-04,150,135,44.52,0
700085,2,20/01/2026,24/01/2026,23/01/2026,CUST-148,SKU-1013,WH-04,75,75,75.26,0.125
700085,3,20/01/2026,24/01/2026,23/01/2026,CUST-148,SKU-1004,WH-04,200,200,44.52,0
700085,4,20/01/2026,24/01/2026,23/01/2026,CUST-148,SKU-1023,WH-04,10,9,19.51,0
700086,1,20/01/2026,23/01/2026,23/01/2026,CUST-156,SKU-1007,WH-01,20,20,66.6,0.1
700086,2,20/01/2026,23/01/2026,23/01/2026,CUST-156,SKU-1007,WH-01,200,200,66.6,0
700086,3,20/01/2026,23/01/2026,23/01/2026,CUST-156,SKU-1011,WH-01,10,10,39.0,0
700087,1,21/01/2026,24/01/2026,29/01/2026,CUST-140,SKU-1011,WH-01,200,200,39.0,0.125
700087,2,21/01/2026,24/01/2026,29/01/2026,CUST-140,SKU-1021,WH-01,100,100,50.68,0
700087,3,21/01/2026,24/01/2026,29/01/2026,CUST-140,SKU-1024,WH-01,75,75,68.06,0
700087,4,21/01/2026,24/01/2026,29/01/2026,CUST-140,SKU-1001,WH-01,75,75,59.63,0.05
700088,1,21/01/2026,24/01/2026,26/01/2026,CUST-112,SKU-1011,WH-03,200,200,39.0,0
700089,1,21/01/2026,28/01/2026,30/01/2026,CUST-110,SKU-1003,WH-03,75,75,52.5,0.125
700089,2,21/01/2026,28/01/2026,30/01/2026,CUST-110,SKU-1005,WH-03,20,20,77.98,0
700089,3,21/01/2026,28/01/2026,30/01/2026,CUST-110,SKU-1020,WH-03,150,150,72.1,0
700090,1,21/01/2026,28/01/2026,30/01/2026,CUST-151,SKU-1009,WH-01,200,180,32.15,0.05
700090,2,21/01/2026,28/01/2026,30/01/2026,CUST-151,SKU-1001,WH-01,50,50,59.63,0
700091,1,22/01/2026,29/01/2026,28/01/2026,CUST-123,SKU-1011,WH-01,100,100,39.0,0.125
700091,2,22/01/2026,29/01/2026,28/01/2026,CUST-123,SKU-1023,WH-01,75,75,19.51,0
700091,3,22/01/2026,29/01/2026,28/01/2026,CUST-123,SKU-1004,WH-01,50,50,44.52,0.1
700092,1,22/01/2026,27/01/2026,26/01/2026,CUST-107,SKU-1020,WH-04,50,50,72.1,0
