OrderID,LineNumber,OrderDate,PromisedDate,ShipDate,CustomerID,SKU,WarehouseID,QtyOrdered,QtyShipped,UnitPrice,DiscountPct
700041,1,09/01/2025,12/01/2025,12/01/2025,CUST-132,SKU-1004,WH-01,10,9,44.52,0.125
700041,2,09/01/2025,12/01/2025,12/01/2025,CUST-132,SKU-1004,WH-01,150,150,44.52,0.125
700041,3,09/01/2025,12/01/2025,12/01/2025,CUST-132,SKU-1001,WH-01,25,25,59.63,0
700041,4,09/01/2025,12/01/2025,12/01/2025,CUST-132,SKU-1015,WH-01,150,150,27.45,0.1
700042,1,09/01/2025,14/01/2025,13/01/2025,CUST-129,SKU-1015,WH-04,20,20,27.45,0
700042,2,09/01/2025,14/01/2025,13/01/2025,CUST-129,SKU-1006,WH-04,100,100,54.97,0.05
700043,1,09/01/2025,16/01/2025,17/01/2025,CUST-106,SKU-1019,WH-04,25,25,68.25,0.125
700043,2,09/01/2025,16/01/2025,17/01/2025,CUST-106,SKU-1005,WH-04,10,10,77.98,0
700043,3,09/01/2025,16/01/2025,17/01/2025,CUST-106,SKU-1016,WH-04,200,180,19.18,0.1
700044,1,09/01/2025,16/01/2025,15/01/2025,CUST-144,SKU-1002,WH-01,25,25,54.08,0
700045,1,09/01/2025,12/01/2025,11/01/2025,CUST-108,SKU-1017,WH-03,75,75,44.62,0
700045,2,09/01/2025,12/01/2025,11/01/2025,CUST-108,SKU-1015,WH-03,20,20,27.45,0
700046,1,09/01/2025,14/01/2025,13/01/2025,CUST-134,SKU-1009,WH-04,10,4,32.15,0
700047,1,09/01/2025,11/01/2025,11/01/2025,CUST-103,SKU-1006,WH-03,25,25,54.97,0
700047,2,09/01/2025,11/01/2025,11/01/2025,CUST-103,SKU-1009,WH-03,25,25,32.15,0
700047,3,09/01/2025,11/01/2025,11/01/2025,CUST-103,SKU-1020,WH-03,20,20,72.1,0.125
700048,1,09/01/2025,13/01/2025,15/01/2025,CUST-150,SKU-1013,WH-03,150,150,75.26,0.125
700049,1,10/01/2025,17/01/2025,16/01/2025,CUST-121,SKU-1010,WH-04,20,20,75.49,0
700050,1,10/01/2025,13/01/2025,12/01/2025,CUST-119,SKU-1003,WH-02,50,50,52.5,0.1
700050,2,10/01/2025,13/01/2025,12/01/2025,CUST-119,SKU-1007,WH-02,25,10,66.6,0
700050,3,10/01/2025,13/01/2025,12/01/2025,CUST-119,SKU-1021,WH-02,50,50,50.68,0
700051,1,10/01/2025,13/01/2025,18/01/2025,CUST-157,SKU-1014,WH-04,100,100,100.88,0
700051,2,10/01/2025,13/01/2025,18/01/2025,CUST-157,SKU-1024,WH-04,50,50,68.06,0
700051,3,10/01/2025,13/01/2025,18/01/2025,CUST-157,SKU-1015,WH-04,50,50,27.45,0.1
700051,4,10/01/2025,13/01/2025,18/01/2025,CUST-157,SKU-1012,WH-04,75,75,54.11,0
700052,1,10/01/2025,17/01/2025,16/01/2025,CUST-156,SKU-1013,WH-01,100,100,75.26,0.1
700052,2,10/01/2025,17/01/2025,16/01/2025,CUST-156,SKU-1003,WH-01,20,16,52.5,0
700052,3,10/01/2025,17/01/2025,16/01/2025,CUST-156,SKU-1024,WH-01,100,100,68.06,0
700053,1,10/01/2025,12/01/2025,11/01/2025,CUST-156,SKU-1007,WH-03,25,20,66.6,0.05
700053,2,10/01/2025,12/01/2025,11/01/2025,CUST-156,SKU-1024,WH-03,25,25,68.06,0
700054,1,10/01/2025,15/01/2025,14/01/2025,CUST-134,SKU-1011,WH-03,20,20,39.0,0.1
700054,2,10/01/2025,15/01/2025,14/01/2025,CUST-134,SKU-1024,WH-03,75,75,68.06,0
700054,3,10/01/2025,15/01/2025,14/01/2025,CUST-134,SKU-1006,WH-03,200,200,54.97,0
700054,4,10/01/2025,15/01/2025,14/01/2025,CUST-134,SKU-1001,WH-03,75,75,59.63,0
700055,1,10/01/2025,14/01/2025,19/01/2025,CUST-159,SKU-1022,WH-02,75,67,11.23,0.125
700056,1,10/01/2025,13/01/2025,12/01/2025,CUST-156,SKU-1006,WH-02,10,6,54.97,0
700056,2,10/01/2025,13/01/2025,12/01/2025,CUST-156,SKU-1002,WH-02,50,50,54.08,0.125
700056,3,10/01/2025,13/01/2025,12/01/2025,CUST-156,SKU-1024,WH-02,20,20,68.06,0
700057,1,13/01/2025,17/01/2025,17/01/2025,CUST-139,SKU-1022,WH-03,20,18,11.23,0.05
700057,2,13/01/2025,17/01/2025,17/01/2025,CUST-139,SKU-1020,WH-03,50,50,72.1,0.05
700057,3,13/01/2025,17/01/2025,17/01/2025,CUST-139,SKU-1009,WH-03,50,50,32.15,0
700057,4,13/01/2025,17/01/2025,17/01/2025,CUST-139,SKU-1024,WH-03,10,10,68.06,0
700058,1,13/01/2025,15/01/2025,14/01/2025,CUST-119,SKU-1020,WH-04,10,10,72.1,0.125
700059,1,13/01/2025,15/01/2025,15/01/2025,CUST-148,SKU-1007,WH-01,20,20,66.6,0
700059,2,13/01/2025,15/01/2025,15/01/2025,CUST-148,SKU-1024,WH-01,150,150,68.06,0.1
700060,1,13/01/2025,16/01/2025,17/01/2025,CUST-104,SKU-1020,WH-04,10,10,72.1,0.1
700061,1,13/01/2025,17/01/2025,16/01/2025,CUST-144,SKU-1024,WH-02,25,25,68.06,0.05
700061,2,13/01/2025,17/01/2025,16/01/2025,CUST-144,SKU-1021,WH-02,150,150,50.68,0.1
700061,3,13/01/2025,17/01/2025,16/01/2025,CUST-144,SKU-1016,WH-02,25,20,19.18,0
700061,4,13/01/2025,17/01/2025,16/01/2025,CUST-144,SKU-1005,WH-02,150,150,77.98,0
700062,1,13/01/2025,16/01/2025,16/01/2025,CUST-145,SKU-1010,WH-04,75,75,75.49,0
700062,2,13/01/2025,16/01/2025,16/01/2025,CUST-145,SKU-1007,WH-04,25,25,66.6,0
700062,3,13/01/2025,16/01/2025,16/01/2025,CUST-145,SKU-1018,WH-04,50,45,66.93,0.125
700062,4,13/01/2025,16/01/2025,16/01/2025,CUST-145,SKU-1011,WH-04,150,150,39.0,0
700063,1,14/01/2025,17/01/2025,16/01/2025,CUST-142,SKU-1004,WH-03,20,20,44.52,0
700063,2,14/01/2025,17/01/2025,16/01/2025,CUST-142,SKU-1022,WH-03,25,25,11.23,0.05
700063,3,14/01/2025,17/01/2025,16/01/2025,CUST-142,SKU-1020,WH-03,150,150,72.1,0
700063,4,14/01/2025,17/01/2025,16/01/2025,CUST-142,SKU-1019,WH-03,20,20,68.25,0
700064,1,14/01/2025,16/01/2025,16/01/2025,CUST-148,SKU-1015,WH-04,50,50,27.45,0.05
700064,2,14/01/2025,16/01/2025,16/01/2025,CUST-148,SKU-1022,WH-04,20,20,11.23,0.125
700064,3,14/01/2025,16/01/2025,16/01/2025,CUST-148,SKU-1022,WH-04,25,25,11.23,0
700064,4,14/01/2025,16/01/2025,16/01/2025,CUST-148,SKU-1013,WH-04,25,25,75.26,0
700065,1,14/01/2025,19/01/2025,18/01/2025,CUST-133,SKU-1006,WH-03,200,200,54.97,0
700065,2,14/01/2025,19/01/2025,18/01/2025,CUST-133,SKU-1013,WH-03,150,150,75.26,0
700066,1,14/01/2025,17/01/2025,16/01/2025,CUST-102,SKU-1021,WH-04,75,75,50.68,0.05
700066,2,14/01/2025,17/01/2025,16/01/2025,CUST-102,SKU-1003,WH-04,150,150,52.5,0.1
700066,3,14/01/2025,17/01/2025,16/01/2025,CUST-102,SKU-1021,WH-04,50,50,50.68,0
700067,1,14/01/2025,17/01/2025,19/01/2025,CUST-104,SKU-1008,WH-04,150,150,12.26,0
700067,2,14/01/2025,17/01/2025,19/01/2025,CUST-104,SKU-1012,WH-04,150,60,54.11,0
700067,3,14/01/2025,17/01/2025,19/01/2025,CUST-104,SKU-1001,WH-04,20,20,59.63,0
700068,1,14/01/2025,17/01/2025,19/01/2025,CUST-132,SKU-1013,WH-03,20,20,75.26,0.05
700068,2,14/01/2025,17/01/2025,19/01/2025,CUST-132,SKU-1003,WH-03,25,25,52.5,0
700068,3,14/01/2025,17/01/2025,19/01/2025,CUST-132,SKU-1019,WH-03,150,150,68.25,0.125
700069,1,14/01/2025,17/01/2025,16/01/2025,CUST-123,SKU-1001,WH-01,200,200,59.63,0.1
700070,1,14/01/2025,19/01/2025,20/01/2025,CUST-147,SKU-1006,WH-03,200,200,54.97,0.05
700070,2,14/01/2025,19/01/2025,20/01/2025,CUST-147,SKU-1019,WH-03,75,75,68.25,0.125
700070,3,14/01/2025,19/01/2025,20/01/2025,CUST-147,SKU-1014,WH-03,25,25,100.88,0
700070,4,14/01/2025,19/01/2025,20/01/2025,CUST-147,SKU-1019,WH-03,25,25,68.25,0.125
700071,1,15/01/2025,19/01/2025,19/01/2025,CUST-109,SKU-1004,WH-04,20,20,44.52,0.1
700072,1,15/01/2025,17/01/2025,16/01/2025,CUST-140,SKU-1003,WH-03,20,20,52.5,0
700072,2,15/01/2025,17/01/2025,16/01/2025,CUST-140,SKU-1014,WH-03,50,50,100.88,0.125
700072,3,15/01/2025,17/01/2025,16/01/2025,CUST-140,SKU-1014,WH-03,25,25,100.88,0.125
700073,1,15/01/2025,17/01/2025,16/01/2025,CUST-115,SKU-1004,WH-02,200,200,44.52,0
700073,2,15/01/2025,17/01/2025,16/01/2025,CUST-115,SKU-1014,WH-02,200,200,100.88,0.1
700074,1,15/01/2025,17/01/2025,16/01/2025,CUST-152,SKU-1008,WH-04,50,50,12.26,0
700074,2,15/01/2025,17/01/2025,16/01/2025,CUST-152,SKU-1004,WH-04,75,75,44.52,0
700075,1,15/01/2025,20/01/2025,19/01/2025,CUST-124,SKU-1005,WH-02,10,10,77.98,0
700075,2,15/01/2025,20/01/2025,19/01/2025,CUST-124,SKU-1007,WH-02,25,25,66.6,0.125
700075,3,15/01/2025,20/01/2025,19/01/2025,CUST-124,SKU-1018,WH-02,20,20,66.93,0
700075,4,15/01/2025,20/01/2025,19/01/2025,CUST-124,SKU-1014,WH-02,100,100,100.88,0.1
700076,1,15/01/2025,18/01/2025,18/01/2025,CUST-146,SKU-1007,WH-04,25,25,66.6,0.125
700076,2,15/01/2025,18/01/2025,18/01/2025,CUST-146,SKU-1008,WH-04,75,75,12.26,0.125
700076,3,15/01/2025,18/01/2025,18/01/2025,CUST-146,SKU-1002,WH-04,20,12,54.08,0
700076,4,15/01/2025,18/01/2025,18/01/2025,CUST-146,SKU-1005,WH-04,25,25,77.98,0.1
700077,1,16/01/2025,19/01/2025,19/01/2025,CUST-137,SKU-1017,WH-01,100,100,44.62,0.1
700078,1,16/01/2025,23/01/2025,22/01/2025,CUST-112,SKU-1011,WH-04,200,200,39.0,0
700078,2,16/01/2025,23/01/2025,22/01/2025,CUST-112,SKU-1007,WH-04,200,200,66.6,0.125
700078,3,16/01/2025,23/01/2025,22/01/2025,CUST-112,SKU-1022,WH-04,75,75,11.23,0.05
700079,1,16/01/2025,23/01/2025,23/01/2025,CUST-132,SKU-1003,WH-03,20,20,52.5,0
700080,1,16/01/2025,20/01/2025,19/01/2025,CUST-123,SKU-1007,WH-01,200,200,66.6,0
700080,2,16/01/2025,20/01/2025,19/01/2025,CUST-123,SKU-1010,WH-01,75,75,75.49,0
700081,1,16/01/2025,20/01/2025,20/01/2025,CUST-145,SKU-1022,WH-02,200,200,11.23,0
700081,2,16/01/2025,20/01/2025,20/01/2025,CUST-145,SKU-1005,WH-02,50,50,77.98,0.125
700082,1,17/01/2025,21/01/2025,23/01/2025,CUST-145,SKU-1023,WH-01,20,20,19.51,0
700082,2,17/01/2025,21/01/2025,23/01/2025,CUST-145,SKU-1003,WH-01,75,75,52.5,0
700082,3,17/01/2025,21/01/2025,23/01/2025,CUST-145,SKU-1013,WH-01,75,67,75.26,0
700082,4,17/01/2025,21/01/2025,23/01/2025,CUST-145,SKU-1018,WH-01,150,150,66.93,0.125
700083,1,17/01/2025,20/01/2025,20/01/2025,CUST-141,SKU-1024,WH-02,100,100,68.06,0
700083,2,17/01/2025,20/01/2025,20/01/2025,CUST-141,SKU-1017,WH-02,20,20,44.62,0.05
700083,3,17/01/2025,20/01/2025,20/01/2025,CUST-141,SKU-1020,WH-02,25,25,72.1,0.05
700084,1,17/01/2025,24/01/2025,25/01/2025,CUST-125,SKU-1002,WH-04,50,50,54.08,0.05
700084,2,17/01/2025,24/01/2025,25/01/2025,CUST-125,SKU-1013,WH-04,50,50,75.26,0.1
700085,1,17/01/2025,21/01/2025,21/01/2025,CUST-102,SKU-1003,WH-04,20,20,52.5,0
700085,2,17/01/2025,21/01/2025,21/01/2025,CUST-102,SKU-1014,WH-04,200,200,100.88,0.05
700085,3,17/01/2025,21/01/2025,21/01/2025,CUST-102,SKU-1006,WH-04,75,75,54.97,0.125
700086,1,17/01/2025,20/01/2025,25/01/2025,CUST-144,SKU-1017,WH-02,100,100,44.62,0
700086,2,17/01/2025,20/01/2025,25/01/2025,CUST-144,SKU-1012,WH-02,25,25,54.11,0
700087,1,17/01/2025,21/01/2025,20/01/2025,CUST-158,SKU-1004,WH-01,50,50,44.52,0
700087,2,17/01/2025,21/01/2025,20/01/2025,CUST-158,SKU-1013,WH-01,50,45,75.26,0
700087,3,17/01/2025,21/01/2025,20/01/2025,CUST-158,SKU-1013,WH-01,200,200,75.26,0.1
700088,1,17/01/2025,22/01/2025,23/01/2025,CUST-135,SKU-1019,WH-01,150,150,68.25,0
700088,2,17/01/2025,22/01/2025,23/01/2025,CUST-135,SKU-1008,WH-01,10,9,12.26,0.1
700088,3,17/01/2025,22/01/2025,23/01/2025,CUST-135,SKU-1008,WH-01,50,50,12.26,0.125
700089,1,17/01/2025,19/01/2025,20/01/2025,CUST-158,SKU-1022,WH-03,75,75,11.23,0
700089,2,17/01/2025,19/01/2025,20/01/2025,CUST-158,SKU-1023,WH-03,150,150,19.51,0
700089,3,17/01/2025,19/01/2025,20/01/2025,CUST-158,SKU-1013,WH-03,20,20,75.26,0.05
700089,4,17/01/2025,19/01/2025,20/01/2025,CUST-158,SKU-1013,WH-03,20,20,75.26,0
700090,1,17/01/2025,19/01/2025,18/01/2025,CUST-135,SKU-1011,WH-02,200,200,39.0,0.125
700090,2,17/01/2025,19/01/2025,18/01/2025,CUST-135,SKU-1006,WH-02,200,200,54.97,0
700090,3,17/01/2025,19/01/2025,18/01/2025,CUST-135,SKU-1001,WH-02,50,50,59.63,0.05
700090,4,17/01/2025,19/01/2025,18/01/2025,CUST-135,SKU-1017,WH-02,100,100,44.62,0.125
700091,1,20/01/2025,24/01/2025,24/01/2025,CUST-121,SKU-1015,WH-01,10,10,27.45,0.05
700091,2,20/01/2025,24/01/2025,24/01/2025,CUST-121,SKU-1024,WH-01,75,60,68.06,0.125
700091,3,20/01/2025,24/01/2025,24/01/2025,CUST-121,SKU-1010,WH-01,50,50,75.49,0
700092,1,20/01/2025,23/01/2025,25/01/2025,CUST-123,SKU-1019,WH-04,50,40,68.25,0
700092,2,20/01/2025,23/01/2025,25/01/2025,CUST-123,SKU-1016,WH-04,20,20,19.18,0
700092,3,20/01/2025,23/01/2025,25/01/2025,CUST-123,SKU-1015,WH-04,20,20,27.45,0.05
700092,4,20/01/2025,23/01/2025,25/01/2025,CUST-123,SKU-1023,WH-04,100,100,19.51,0.125
700093,1,20/01/2025,23/01/2025,22/01/2025,CUST-127,SKU-1024,WH-01,75,67,68.06,0.1
700094,1,20/01/2025,24/01/2025,23/01/2025,CUST-147,SKU-1001,WH-03,75,75,59.63,0
700094,2,20/01/2025,24/01/2025,23/01/2025,CUST-147,SKU-1006,WH-03,25,20,54.97,0.05
700094,3,20/01/2025,24/01/2025,23/01/2025,CUST-147,SKU-1005,WH-03,50,50,77.98,0
700094,4,20/01/2025,24/01/2025,23/01/2025,CUST-147,SKU-1002,WH-03,200,200,54.08,0
700095,1,21/01/2025,23/01/2025,22/01/2025,CUST-122,SKU-1021,WH-01,200,200,50.68,0
700096,1,21/01/2025,24/01/2025,26/01/2025,CUST-148,SKU-1003,WH-02,10,4,52.5,0
700096,2,21/01/2025,24/01/2025,26/01/2025,CUST-148,SKU-1005,WH-02,10,10,77.98,0
700096,3,21/01/2025,24/01/2025,26/01/2025,CUST-148,SKU-1016,WH-02,100,100,19.18,0
700097,1,21/01/2025,23/01/2025,22/01/2025,CUST-127,SKU-1004,WH-01,200,200,44.52,0.1
700097,2,21/01/2025,23/01/2025,22/01/2025,CUST-127,SKU-1018,WH-01,150,150,66.93,0
700097,3,21/01/2025,23/01/2025,22/01/2025,CUST-127,SKU-1023,WH-01,150,150,19.51,0
700098,1,21/01/2025,28/01/2025,30/01/2025,CUST-142,SKU-1006,WH-01,200,200,54.97,0
700098,2,21/01/2025,28/01/2025,30/01/2025,CUST-142,SKU-1010,WH-01,25,10,75.49,0.125
700098,3,21/01/2025,28/01/2025,30/01/2025,CUST-142,SKU-1007,WH-01,10,10,66.6,0
700098,4,21/01/2025,28/01/2025,30/01/2025,CUST-142,SKU-1009,WH-01,200,200,32.15,0.125
700099,1,22/01/2025,27/01/2025,29/01/2025,CUST-153,SKU-1017,WH-01,100,100,44.62,0
700099,2,22/01/2025,27/01/2025,29/01/2025,CUST-153,SKU-1013,WH-01,10,10,75.26,0
